title,year,director,image,excerpt
uncle buck,1989,,https://upload.wikimedia.org/wikipedia/en/8/8c/Uncle_buck.jpg,"Uncle Buck is a 1989 American comedy film written and directed by John Hughes. Starring John Candy and Amy Madigan, the film follows Buck (Candy), an irresponsible bachelor who is unexpectedly called upon to care for his brother's three children after a family emergency."
weekend at bernie's,1989,,https://upload.wikimedia.org/wikipedia/en/f/fb/Weekend_at_Bernies.jpg,"Weekend at Bernie's is a 1989 American dark comedy film directed by Ted Kotcheff, written by Robert Klane, and starring Andrew McCarthy, Jonathan Silverman, Catherine Mary Stewart, and Terry Kiser."
field of dreams,1989,,https://upload.wikimedia.org/wikipedia/en/6/6b/Field_of_Dreams_poster.jpg,"Field of Dreams is a 1989 American sports fantasy drama film written and directed by Phil Alden Robinson, and based on Canadian novelist W. P. Kinsella's 1982 novel Shoeless Joe. The film stars Kevin Costner as a farmer who builds a baseball field in his cornfield that attracts the ghosts of baseball legends, including Shoeless Joe Jackson and the Chicago Black Sox. Amy Madigan, James Earl Jones, and Burt Lancaster also star."
all dogs go to heaven,1989,,https://upload.wikimedia.org/wikipedia/en/5/50/AllDogsGotoHeaven.jpg,"All Dogs Go to Heaven is a 1989 animated musical fantasy comedy drama film directed by Don Bluth. It stars the voices of Loni Anderson, Judith Barsi, Dom DeLuise, Melba Moore, Charles Nelson Reilly, Burt Reynolds, and Vic Tayback. Set in New Orleans in 1939, it tells the story of Charlie B. Barkin, a German Shepherd mix who is murdered by his former friend, Carface Carruthers. Charlie escapes from Heaven to return to Earth, where his best friend, Itchy Itchiford, still lives, to take revenge on Carface. Instead, he befriends a young orphan girl named Anne-Marie. In the process, Charlie learns an important lesson about kindness, friendship, and love."
kiki's delivery service,1989,,https://upload.wikimedia.org/wikipedia/en/0/07/Kiki%27s_Delivery_Service_%28Movie%29.jpg,"Kiki's Delivery Service is a 1989 Japanese animated fantasy film written, produced, and directed by Hayao Miyazaki, based on Eiko Kadono's 1985 novel Kiki's Delivery Service. Animated by Studio Ghibli, the film stars Minami Takayama, Rei Sakuma, Kappei Yamaguchi, and Keiko Toda. The story follows Kiki (Takayama), a young witch who moves to the port city of Koriko with her cat Jiji (Sakuma) and starts a flying courier service."
do the right thing,1989,,https://upload.wikimedia.org/wikipedia/en/0/03/Do_the_Right_Thing_poster.png,"Do the Right Thing is a 1989 American independent comedy-drama film produced, written and directed by Spike Lee. It features an ensemble cast that includes Lee, Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson, Giancarlo Esposito, Bill Nunn, John Turturro and John Savage and is the feature film debut of Martin Lawrence and Rosie Perez. The story explores a Brooklyn neighborhood's simmering racial tension between its African-American residents and the Italian-American owners of a local pizzeria, culminating in tragedy and violence on a hot summer's day."
dances with wolves,1990,,https://upload.wikimedia.org/wikipedia/en/8/82/Dances_with_Wolves_poster.jpg,"Dances With Wolves is a 1990 American epic revisionist Western film directed and produced by Kevin Costner in his feature directorial debut. Starring Costner with an ensemble cast including Mary McDonnell, Graham Greene and Rodney Grant, the film is a film adaptation of the 1988 novel Dances With Wolves by Michael Blake. It tells the story of Union army Lieutenant John J. Dunbar (Costner), who travels to the American frontier to find a military post and who meets a group of Lakota."
goodfellas,1990,,https://upload.wikimedia.org/wikipedia/en/7/7b/Goodfellas.jpg,"Goodfellas is a 1990 American biographical gangster film directed by Martin Scorsese, written by Nicholas Pileggi and Scorsese, and produced by Irwin Winkler. It is a film adaptation of Pileggi's 1985 nonfiction book Wiseguy. Starring Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco and Paul Sorvino, the film narrates the rise and fall of Mafia associate Henry Hill and his friends and family from 1955 to 1980."
home alone,1990,,https://upload.wikimedia.org/wikipedia/en/7/76/Home_alone_poster.jpg,"Home Alone is a 1990 American Christmas comedy film directed by Chris Columbus and written and produced by John Hughes. The first film in the Home Alone franchise, the film stars Macaulay Culkin as Kevin McCallister, an eight-year-old boy who defends his suburban Chicago home from a home invasion by a pair of robbers after his family accidentally leaves him behind on their Christmas vacation to Paris. The cast also features Joe Pesci, Daniel Stern, John Heard, and Catherine O'Hara."
pretty woman,1990,,https://upload.wikimedia.org/wikipedia/en/b/b6/Pretty_woman_movie.jpg,"Pretty Woman is a 1990 American romantic comedy film directed by Garry Marshall and written by J. F. Lawton. The film stars Richard Gere and Julia Roberts and features Héctor Elizondo, Ralph Bellamy, Laura San Giacomo, and Jason Alexander in supporting roles."
reversal of fortune,1990,,https://upload.wikimedia.org/wikipedia/en/d/d8/Reversal_of_fortune_poster.jpg,Reversal of Fortune is a 1990 American legal drama film directed by Barbet Schroeder and adapted from the 1985 book Reversal of Fortune: Inside the von Bülow Case by Harvard law professor Alan Dershowitz.
beauty and the beast,1991,,https://upload.wikimedia.org/wikipedia/en/5/5e/Beauty_and_the_Beast_%281991_film%29_poster.jpg,"Beauty and the Beast is a 1991 American animated musical romantic fantasy film directed by Gary Trousdale and Kirk Wise, written by Linda Woolverton, and based on the French fairy tale ""Beauty and the Beast"". Produced by Walt Disney Feature Animation, the film stars Paige O'Hara, Robby Benson, Richard White, Jerry Orbach, David Ogden Stiers, Angela Lansbury, Bradley Michael Pierce, Rex Everhart, Jesse Corti, Hal Smith in his final film, and Jo Anne Worley. Set in 18th-century France, a selfish prince is cursed to remain a beast forever unless he can earn the love of a spirited young woman named Belle before the final petal falls from his enchanted rose."
silence of the lambs,1991,,https://upload.wikimedia.org/wikipedia/en/8/86/The_Silence_of_the_Lambs_poster.jpg,"The Silence of the Lambs is a 1991 American psychological horror thriller film directed by Jonathan Demme and written by Ted Tally, adapted from Thomas Harris's 1988 novel. It stars Jodie Foster as Clarice Starling, a young FBI trainee who is hunting a serial killer known as ""Buffalo Bill"", who skins his female victims. To catch him, she seeks the advice of the imprisoned Hannibal Lecter, a brilliant psychiatrist and cannibalistic serial murderer. The film also features performances by Scott Glenn, Anthony Heald, and Kasi Lemmons."
terminator 2,1991,,https://upload.wikimedia.org/wikipedia/en/5/5e/Terminator_2-Judgment_Day.png,"Terminator 2: Judgment Day is a 1991 American science fiction action film directed by James Cameron, who co-wrote the script with William Wisher. Starring Arnold Schwarzenegger, Linda Hamilton, and Robert Patrick, it is the sequel to The Terminator (1984) and is the second installment in the Terminator franchise. In the film, the malevolent artificial intelligence Skynet sends a Terminator—a highly advanced killing machine—back in time to 1995 to kill the future leader of the human resistance, John Connor, when he is a child. The resistance sends back a less advanced, reprogrammed Terminator to protect Connor and ensure the future of humanity."
a river runs through it,1992,,https://upload.wikimedia.org/wikipedia/en/6/6c/A_river_runs_through_it_poster.jpg,"A River Runs Through It is a 1992 American period drama film directed by Robert Redford. It is based on Norman Maclean's 1976 semi-autobiographical novella of the same name. The film stars Craig Sheffer and Brad Pitt as brothers Norman and Paul Maclean, and it also stars Tom Skerritt, Brenda Blethyn, and Emily Lloyd."
porco rosso,1992,,https://upload.wikimedia.org/wikipedia/en/f/fc/Porco_Rosso_%28Movie_Poster%29.jpg,"Porco Rosso is a 1992 Japanese animated adventure fantasy film written and directed by Hayao Miyazaki, based on his 1989 manga Hikōtei Jidai. Produced by Toshio Suzuki and animated by Studio Ghibli, the film was distributed in Japan by Toho, with music composed by Joe Hisaishi. The Japanese voice cast includes Shūichirō Moriyama, Tokiko Kato, Akemi Okamura and Akio Otsuka. Set in a stylized version of the interwar Mediterranean, the film reflects Miyazaki's long-standing fascination with aviation, European settings and early twentieth-century history."
reservoir dogs,1992,,https://upload.wikimedia.org/wikipedia/en/0/01/Reservoir_Dogs.png,"Reservoir Dogs is a 1992 American heist film written and directed by Quentin Tarantino in his feature-length directorial debut. It stars Harvey Keitel, Tim Roth, Chris Penn, Steve Buscemi, Lawrence Tierney, Michael Madsen, Tarantino, and Edward Bunker as diamond thieves whose heist of a jewelry store goes terribly wrong. Kirk Baltz, Randy Brooks, and Steven Wright also play supporting roles. The film incorporates many motifs that have become Tarantino's hallmarks: violent crime, pop culture references, profanity, and nonlinear storytelling."
scent of a woman,1992,,https://upload.wikimedia.org/wikipedia/en/9/91/Scent_of_a_Woman.jpg,"Scent of a Woman is a 1992 American drama film produced and directed by Martin Brest that tells the story of a preparatory school student who takes a short-term job near Thanksgiving as a companion and assistant to a retired Army lieutenant colonel who is blind, depressed and irritable."
unforgiven,1992,,https://upload.wikimedia.org/wikipedia/en/4/4e/Unforgiven_2.jpg,"Unforgiven is a 1992 American revisionist Western film produced and directed by Clint Eastwood from a screenplay by David Webb Peoples. It stars Eastwood as William Munny, an aging outlaw and killer who takes on one more job years after he turned to farming. The film co-stars Gene Hackman, Morgan Freeman, and Richard Harris."
a league of their own,1992,,https://upload.wikimedia.org/wikipedia/en/5/5f/League_of_their_own_ver2.jpg,"A League of Their Own is a 1992 American sports comedy drama film directed by Penny Marshall that tells a fictionalized account of the real-life All-American Girls Professional Baseball League (AAGPBL). It stars Tom Hanks, Geena Davis, Madonna, Lori Petty, Rosie O'Donnell, Jon Lovitz, David Strathairn, Garry Marshall, and Bill Pullman and was written by Lowell Ganz and Babaloo Mandel, from a story by Kelly Candaele and Kim Wilson."
a few good men,1992,,https://upload.wikimedia.org/wikipedia/en/4/45/A_Few_Good_Men_poster.jpg,"A Few Good Men is a 1992 American legal drama film, produced and directed by Rob Reiner and written by Aaron Sorkin, who adapted his 1989 play. It stars an ensemble cast including Tom Cruise, Jack Nicholson, Demi Moore, Kevin Bacon, Kevin Pollak, J. T. Walsh, Cuba Gooding Jr., and Kiefer Sutherland. The plot follows the court-martial of two U.S. Marines charged with the murder of a fellow Marine and the tribulations of their lawyers as they prepare a case."
my cousin vinny,1992,,https://upload.wikimedia.org/wikipedia/en/7/76/My-Cousin-Vinny-Poster.jpg,"My Cousin Vinny is a 1992 American legal comedy film directed by Jonathan Lynn and written by Dale Launer. It stars Joe Pesci, Ralph Macchio, Marisa Tomei, Mitchell Whitfield and Fred Gwynne in his final film appearance before his death in 1993. The film was distributed by 20th Century Fox and released in the United States on March 13, 1992."
home alone 2,1992,,https://upload.wikimedia.org/wikipedia/en/5/50/Home_Alone_2.jpg,"Home Alone 2: Lost in New York is a 1992 American Christmas comedy film directed by Chris Columbus and written and produced by John Hughes. The sequel to Home Alone (1990) and the second installment in the Home Alone franchise, the film stars Macaulay Culkin, Joe Pesci, Daniel Stern, John Heard, Tim Curry, Brenda Fricker and Catherine O'Hara. The story follows Kevin McCallister as he is separated from his family on their vacation to Miami, Florida and ends up in New York City. While initially enjoying his newfound experiences, Kevin soon encounters the Wet Bandits again after their escape from prison."
the mighty ducks,1992,,https://upload.wikimedia.org/wikipedia/en/8/8e/Mightyducksposter.jpg,"The Mighty Ducks is a 1992 American sports comedy drama film directed by Stephen Herek and written by Steven Brill. It is the first film in the Mighty Ducks franchise. The film stars Emilio Estevez, Joss Ackland, and Lane Smith. It follows a self-centered Minnesota lawyer who is sentenced to community service coaching a rag tag youth hockey team. In some countries, the home release copies were printed with the title as The Mighty Ducks Are the Champions to avoid confusion with the title of the sequel."
groundhog day,1993,,https://upload.wikimedia.org/wikipedia/en/b/b1/Groundhog_Day_%28movie_poster%29.jpg,"Groundhog Day is a 1993 American fantasy romantic comedy film directed by Harold Ramis, who co-wrote the screenplay with Danny Rubin. Starring Bill Murray, Andie MacDowell, and Chris Elliott, it tells the story of a cynical television weatherman covering the annual Groundhog Day event in Punxsutawney, Pennsylvania, who becomes trapped in a time loop, forcing him to relive February 2 repeatedly. The film also features Stephen Tobolowsky, Brian Doyle-Murray, Marita Geraghty, Angela Paton, Rick Ducommun, Rick Overton, and Robin Duke in supporting roles."
the sandlot,1993,,https://upload.wikimedia.org/wikipedia/en/d/d4/Sandlot_poster.jpg,"The Sandlot is a 1993 American coming-of-age sports comedy film written by David Mickey Evans and Robert Gunter. Evans also directed the film and served as a narrator. It tells the story of a diverse group of young baseball players during Summer 1962. The film stars Tom Guiry, Mike Vitar, Karen Allen, Denis Leary, and James Earl Jones. It is set in the San Fernando Valley in Los Angeles, California, and the filming locations were in Midvale, Salt Lake City, and Ogden, Utah."
schindlers list,1993,,,
mrs doubtfire,1993,,https://upload.wikimedia.org/wikipedia/en/5/5a/Mrs_Doubtfire.jpg,"Mrs. Doubtfire is a 1993 American comedy-drama film directed by Chris Columbus, written by Randi Mayem Singer and Leslie Dixon, based on the 1987 novel Madame Doubtfire, by Anne Fine. The film was produced by Mark Radcliffe, Marsha Garces Williams and her then-husband Robin Williams, who also starred in the lead role. The film co-stars Sally Field, Pierce Brosnan, Harvey Fierstein, and Robert Prosky. It follows a recently divorced voice actor who disguises himself as an elderly female housekeeper in order to spend time with his children."
sleepless in seattle,1993,,https://upload.wikimedia.org/wikipedia/en/e/e1/Sleepless_in_seattle.jpg,"Sleepless in Seattle is a 1993 American romantic comedy film directed by Nora Ephron, from a screenplay written by Jeff Arch, David S. Ward and Ephron. Starring Tom Hanks and Meg Ryan, the film follows a journalist (Ryan) who becomes enamored with a widowed architect (Hanks) after his young son calls in to a talk radio program requesting a new wife for his grieving father. In addition to Bill Pullman, Ross Malinger, and Rob Reiner, the film also features Rosie O'Donnell, Gaby Hoffmann, Victor Garber, Rita Wilson, Barbara Garrick, and Carey Lowell."
forrest gump,1994,,https://upload.wikimedia.org/wikipedia/en/6/67/Forrest_Gump_poster.jpg,"Forrest Gump is a 1994 American comedy-drama film directed by Robert Zemeckis. An adaptation of the 1986 novel of the same name by Winston Groom, the film's screenplay was written by Eric Roth. It stars Tom Hanks in the title role, alongside Robin Wright, Gary Sinise, Mykelti Williamson, and Sally Field in lead roles. The film follows the life of an Alabama man named Forrest Gump (Hanks) and his experiences in the 20th-century United States."
the shawshank redemption,1994,,https://upload.wikimedia.org/wikipedia/en/8/81/ShawshankRedemptionMoviePoster.jpg,"The Shawshank Redemption is a 1994 American drama film written and directed by Frank Darabont, based on the 1982 Stephen King novella Rita Hayworth and Shawshank Redemption. The film tells the story of banker Andy Dufresne, who is sentenced to life in Shawshank State Penitentiary for the murders of his wife and her lover, despite his claims of innocence. Over the following two decades, he befriends a fellow prisoner, contraband smuggler Ellis ""Red"" Redding, and becomes instrumental in a money laundering operation led by the prison warden Samuel Norton. William Sadler, Clancy Brown, Gil Bellows, and James Whitmore appear in supporting roles."
the lion king,1994,,https://upload.wikimedia.org/wikipedia/en/3/3d/The_Lion_King_poster.jpg,"The Lion King is a 1994 American animated musical drama film directed by Roger Allers and Rob Minkoff, produced by Don Hahn, and written by Irene Mecchi, Jonathan Roberts, and Linda Woolverton. It was produced by Walt Disney Feature Animation, and features an ensemble voice cast consisting of Matthew Broderick, James Earl Jones, Jeremy Irons, Jonathan Taylor Thomas, Moira Kelly, Niketa Calame, Nathan Lane, Ernie Sabella, Whoopi Goldberg, Cheech Marin, Rowan Atkinson, and Robert Guillaume. The story follows a young lion prince named Simba, who is exiled from his kingdom after his father Mufasa is murdered by his uncle Scar to seize the throne. As he grows up, Simba must decide whether to return home to confront Scar and reclaim his place as king."
leon,1994,,,
dumb and dumber,1994,,https://upload.wikimedia.org/wikipedia/en/6/64/Dumbanddumber.jpg,"Dumb and Dumber is a 1994 American road buddy comedy film directed by Peter Farrelly, who cowrote the screenplay with his brother Bobby and Bennett Yellin. It is the first installment in the Dumb and Dumber franchise. Starring Jim Carrey and Jeff Daniels, it tells the story of Lloyd Christmas (Carrey) and Harry Dunne (Daniels), two dumb but well-meaning friends from Providence, Rhode Island, who set out on a cross-country road trip to Aspen, Colorado, to return a briefcase full of money to its owner, unaware it was left as a ransom. Lauren Holly, Karen Duffy, Mike Starr, Charles Rocket, and Teri Garr play supporting roles."
the pet detective,1994,,https://upload.wikimedia.org/wikipedia/en/8/84/Ace_ventura_pet_detective.jpg,"Ace Ventura: Pet Detective is a 1994 American comedy film starring Jim Carrey as Ace Ventura, an animal detective who is tasked with finding the abducted dolphin mascot of the Miami Dolphins football team. The film is directed by Tom Shadyac, who wrote the screenplay with Jack Bernstein and Carrey. The film co-stars Courteney Cox, Tone Loc, Sean Young, and then–Miami Dolphins quarterback Dan Marino and features a cameo appearance from death metal band Cannibal Corpse."
the paper,1994,,https://upload.wikimedia.org/wikipedia/en/b/b4/The_Paper_movie_poster.jpg,"The Paper is a 1994 American comedy-drama film directed by Ron Howard and starring Michael Keaton, Glenn Close, Marisa Tomei, Randy Quaid, and Robert Duvall. It received an Academy Award nomination for Best Original Song for ""Make Up Your Mind"", which was written and performed by Randy Newman."
legends of the fall,1994,,https://upload.wikimedia.org/wikipedia/en/1/1d/Legendsoffallposter.jpg,"Legends of the Fall is a 1994 American epic historical Western drama film directed by Edward Zwick, and starring Brad Pitt, Anthony Hopkins, Aidan Quinn, Julia Ormond and Henry Thomas. Based on the 1979 novella of the same title by Jim Harrison, the film is about three brothers and their father living in the wilderness and plains of Montana in the early 20th century and how their lives are affected by nature, history, war, and love. The film's timeframe spans nearly 50 years from the early 20th century to 1963. Legends of the Fall was released by Sony Pictures Releasing on December 23, 1994. The film received mixed reviews from critics and grossed $160.6 million against a $30 million budget. The film was nominated for three Academy Awards and won for Best Cinematography."
braveheart,1995,,https://upload.wikimedia.org/wikipedia/en/e/e1/Braveheart_film_poster.png,"Braveheart is a 1995 American epic historical war drama film directed and produced by Mel Gibson, who portrays Scottish warrior William Wallace in the First War of Scottish Independence. The film also stars Sophie Marceau, Patrick McGoohan, Catherine McCormack and Angus Macfadyen. The story is inspired by Blind Harry's 15th century epic poem The Actes and Deidis of the Illustre and Vallyeant Campioun Schir William Wallace and was adapted for the screen by Randall Wallace."
tommy boy,1995,,https://upload.wikimedia.org/wikipedia/en/f/f8/Tommy_Boy.jpg,"Tommy Boy is a 1995 American buddy comedy film directed by Peter Segal, written by Bonnie and Terry Turner, produced by Lorne Michaels, and starring Saturday Night Live alumni and close friends Chris Farley and David Spade. The first of many films that Segal has filmed with former SNL castmates, it tells the story of a socially and emotionally immature man (Farley) who learns lessons about friendship and self-worth, following the sudden death of his industrialist father."
the usual suspects,1995,,https://upload.wikimedia.org/wikipedia/en/9/9c/Usual_suspects_ver1.jpg,"The Usual Suspects is a 1995 crime thriller film directed by Bryan Singer and written by Christopher McQuarrie. It stars Kevin Spacey, Gabriel Byrne, Benicio del Toro, Stephen Baldwin, Kevin Pollak, Chazz Palminteri and Pete Postlethwaite."
se7en,1995,,,
when nature calls,1995,,https://upload.wikimedia.org/wikipedia/en/b/b9/AceVenturaWhenNatureCallsposter.jpg,"Ace Ventura: When Nature Calls is a 1995 American detective comedy film and the sequel to Ace Ventura: Pet Detective (1994), and the second installment of the Ace Ventura franchise. Jim Carrey reprises his role as the title character Ace Ventura, a detective who specializes in the retrieval of tame and captive animals that have escaped, who has been summoned to a fictional country in East Africa called Nibia to locate a missing bat. Ian McNeice, Simon Callow, and Sophie Okonedo co-star. Tommy Davidson, who co-starred with Carrey on the show In Living Color, makes a cameo appearance in the film."
fargo,1996,,https://upload.wikimedia.org/wikipedia/en/3/33/Fargo_%281996_movie_poster%29.jpg,"Fargo is a 1996 black comedy crime film written, directed, produced and edited by Joel and Ethan Coen. It stars Frances McDormand, William H. Macy, Steve Buscemi, Harve Presnell, and Peter Stormare. McDormand plays pregnant police chief Marge Gunderson, who investigates after a car salesman, Jerry Lundegaard (Macy), hires two dimwitted criminals to kidnap his wife to extort a ransom from her wealthy father."
tin cup,1996,,https://upload.wikimedia.org/wikipedia/en/d/d0/Tin_Cup.jpg,"Tin Cup is a 1996 American romantic comedy sports film co-written and directed by Ron Shelton, and starring Kevin Costner and Rene Russo with Cheech Marin and Don Johnson in major supporting roles. The film was released by Warner Bros. on August 16, 1996 and received generally positive reviews from critics and grossed $75.8 million against its $45 million budget. Costner received a nomination for the Golden Globe Award for Best Actor – Motion Picture Musical or Comedy."
happy gilmore,1996,,https://upload.wikimedia.org/wikipedia/en/0/05/Happy_Gilmore_2_poster.jpg,"Happy Gilmore 2 is a 2025 American sports comedy film directed by Kyle Newacheck. Serving as a sequel to Happy Gilmore (1996), Happy Gilmore 2 was written and produced by Adam Sandler and Tim Herlihy, and stars Sandler, Julie Bowen, Christopher McDonald, and Ben Stiller who reprised their roles from the original film, while Benny Safdie and Bad Bunny star in new roles."
the english patient,1996,,https://upload.wikimedia.org/wikipedia/en/b/bd/The_English_Patient_Poster.jpg,"The English Patient is a 1996 epic romantic war drama film directed by Anthony Minghella from his own script based on the 1992 novel by Michael Ondaatje, and produced by Saul Zaentz. The film stars Ralph Fiennes and Kristin Scott Thomas alongside Juliette Binoche, Willem Dafoe, Naveen Andrews and Colin Firth in supporting roles."
jerry maguire,1996,,https://upload.wikimedia.org/wikipedia/en/e/ea/Jerry_Maguire_movie_poster.jpg,"Jerry Maguire is a 1996 American sports romantic comedy-drama film directed and written by Cameron Crowe. It was produced by Crowe and James L. Brooks, respectively for Vinyl Films and Gracie Films and distributed by Sony Pictures Releasing under the TriStar Pictures label. It stars Tom Cruise as the title character, alongside Cuba Gooding Jr., Renée Zellweger, Kelly Preston, Jerry O'Connell, Jay Mohr, Bonnie Hunt and Regina King. It was released in North American theaters on December 13, 1996."
bottle rocket,1996,,https://upload.wikimedia.org/wikipedia/en/b/b2/Bottle_Rocket_%281996_film_poster%29.png,"Bottle Rocket is a 1996 American crime comedy film directed by Wes Anderson in his feature film directorial debut. Written by Anderson and Owen Wilson and based on Anderson's 1992 short film of the same name, it also marks the acting debuts of brothers Owen and Luke Wilson. Also featured are their older brother Andrew Wilson, Robert Musgrave, Lumi Cavazos, and James Caan. Principal photography took place in various locations throughout Texas."
mission impossible,1996,,https://upload.wikimedia.org/wikipedia/en/e/e1/MissionImpossiblePoster.jpg,"Mission: Impossible is a 1996 American spy thriller film directed by Brian De Palma, and produced by and starring Tom Cruise from a screenplay by David Koepp and Robert Towne and story by Koepp and Steven Zaillian. Based on the 1966 television series of the same name and its 1988 sequel series, it is the first installment in the Mission: Impossible film series. It also stars Jon Voight, Henry Czerny, Emmanuelle Béart, Jean Reno, Ving Rhames, Kristin Scott Thomas and Vanessa Redgrave. In the film, Ethan Hunt (Cruise) seeks to uncover who framed him for the murders of most of his Impossible Missions Force (IMF) team."
matilda,1996,,https://upload.wikimedia.org/wikipedia/en/b/b7/Matildaposter.jpg,"Matilda is a 1996 American fantasy comedy film based on Roald Dahl's 1988 novel Matilda and starring Mara Wilson as Matilda Wormwood. It is co-produced and directed by Danny DeVito from a screenplay by Nicholas Kazan and Robin Swicord. The film also features DeVito, Rhea Perlman, Embeth Davidtz, and Pam Ferris in supporting roles. The plot centers on the titular child prodigy who develops psychokinetic abilities and uses them to deal with her abusive family and the tyrannical principal of her school."
primal fear,1996,,https://upload.wikimedia.org/wikipedia/en/f/fc/Primal_Fear_%281996_film%29_poster.jpg,"Primal Fear is a 1996 American legal psychological thriller film directed by Gregory Hoblit, based on the 1993 novel of the same name by William Diehl, written by Steve Shagan and Ann Biderman. It stars Richard Gere, Laura Linney, John Mahoney, Alfre Woodard, Frances McDormand, and Edward Norton in his film debut. The film follows a Chicago-based defense attorney who believes that his client, an altar boy, is not guilty of murdering a Catholic bishop."
good will hunting,1997,,https://upload.wikimedia.org/wikipedia/en/5/52/Good_Will_Hunting.png,"Good Will Hunting is a 1997 American drama film directed by Gus Van Sant and written by Ben Affleck and Matt Damon. It stars Damon, Affleck, Robin Williams, Stellan Skarsgård, and Minnie Driver, with Casey Affleck and Cole Hauser in supporting roles. Set in Boston, the film follows Will Hunting (Damon), a troubled but self-taught genius working as a janitor at MIT, whose talent is discovered by professor Gerald Lambeau (Skarsgård). To avoid jail, Will agrees to study under Lambeau while attending therapy with psychologist Sean Maguire (Williams), which forces him to confront his past and his relationships, including with Harvard student Skylar (Driver)."
life is beautiful,1997,,https://upload.wikimedia.org/wikipedia/en/7/7c/Vitaebella.jpg,"Life Is Beautiful is a 1997 Italian period comedy-drama film directed by and starring Roberto Benigni, who co-wrote the film with Vincenzo Cerami. Benigni plays Guido Orefice, a Jewish Italian bookshop owner, who employs his imagination to shield his son from the horrors of internment in a Nazi concentration camp. The film was partially inspired by the book In the End, I Beat Hitler by Rubino Romeo Salmonì and by Benigni's father, who spent two years in the Bergen-Belsen concentration camp during World War II."
princess mononoke,1997,,https://upload.wikimedia.org/wikipedia/en/8/8c/Princess_Mononoke_Japanese_poster.png,"Princess Mononoke is a 1997 Japanese animated historical fantasy film written and directed by Hayao Miyazaki. Set in the Muromachi period of Japanese history, the film follows Ashitaka, a young Emishi prince who journeys west to cure his cursed arm and becomes embroiled in the conflict between the forest of the gods and a nearby town, as well as the feud between Lady Eboshi, the town's leader, and San, a human girl raised by wolves. Produced by Toshio Suzuki, animated by Studio Ghibli, and distributed by Toho, it stars the voices of Yōji Matsuda, Yuriko Ishida, Yūko Tanaka, Kaoru Kobayashi, Masahiko Nishimura, Tsunehiko Kamijō, Akihiro Miwa, Mitsuko Mori, and Hisaya Morishige."
international man of mystery,1997,,https://upload.wikimedia.org/wikipedia/en/d/d7/Austin_Powers_International_Man_of_Mystery_theatrical_poster.jpg,"Austin Powers: International Man of Mystery is a 1997 American spy comedy film directed by Jay Roach and written by Mike Myers. It is the first installment in the Austin Powers film series and stars Myers as both the British spy Austin Powers and his nemesis Dr. Evil, alongside Elizabeth Hurley, Michael York, Robert Wagner, Seth Green and Mindy Sterling. The film is a parody of James Bond films and 1960s popular culture."
men in black,1997,,https://upload.wikimedia.org/wikipedia/en/f/fb/Men_in_Black_Poster.jpg,"Men in Black is a 1997 American science fiction action comedy film directed by Barry Sonnenfeld, based on a script by Ed Solomon, that adapts the Marvel Comics series The Men in Black by Lowell Cunningham. Tommy Lee Jones and Will Smith respectively star as Agent K and Agent J, who investigate a series of seemingly unrelated criminal incidents related to the extraterrestrials who live in secret on Earth. Linda Fiorentino, Vincent D'Onofrio, and Rip Torn also appear in supporting roles."
jackie brown,1997,,https://upload.wikimedia.org/wikipedia/en/8/89/Jackie_Brown_%281997%29.png,"Jackie Brown is a 1997 American crime film written and directed by Quentin Tarantino, based on the 1992 novel Rum Punch by Elmore Leonard. It stars Pam Grier, Samuel L. Jackson, Robert Forster, Bridget Fonda, Michael Keaton and Robert De Niro. In the film, Jackie Brown (Grier), a flight attendant, becomes embroiled in a battle to smuggle money between the United States and Mexico."
the big lebowski,1998,,https://upload.wikimedia.org/wikipedia/en/3/35/Biglebowskiposter.jpg,"The Big Lebowski is a 1998 neo-noir crime comedy film written, directed, produced and co-edited by Joel and Ethan Coen, and starring Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi, and John Turturro. It follows the life of Jeffrey ""The Dude"" Lebowski, a Los Angeles slacker and avid bowler who is assaulted as a result of mistaken identity, and becomes embroiled in a kidnapping and ransom scheme focused on a millionaire who shares his name."
rounders,1998,,https://upload.wikimedia.org/wikipedia/en/6/67/RoundersPoster.jpg,"Rounders is a 1998 American crime drama film about the underground world of high-stakes poker, directed by John Dahl and starring Matt Damon and Edward Norton. The story follows two friends who need to win at high-stakes poker to quickly pay off a large debt. The term ""rounder"" refers to a person traveling around from city to city seeking high-stakes card games."
saving private ryan,1998,,https://upload.wikimedia.org/wikipedia/en/a/ac/Saving_Private_Ryan_poster.jpg,"Saving Private Ryan is a 1998 American epic war film directed by Steven Spielberg and written by Robert Rodat. Set in 1944 in Normandy, France, during World War II, it follows a group of soldiers, led by Captain John Miller, on a mission to locate Private James Francis Ryan and bring him home safely after his three brothers have been killed in action. The cast also includes Edward Burns, Tom Sizemore and Jeremy Davies."
theres something about mary,1998,,https://upload.wikimedia.org/wikipedia/en/d/df/There%27s_Something_About_Mary_POSTER.jpg,"There's Something About Mary is a 1998 American romantic comedy film directed by the Farrelly brothers, who co-wrote the screenplay with Ed Decter and John J. Strauss. The film features Cameron Diaz as the title character, while Ben Stiller, Matt Dillon, Lee Evans, and Chris Elliott all play characters who are in love with Mary, and vying for her affection."
